age;marital;education;default;balance;housing;loan;contact;poutcome;class
30;single;secondary;no;115;no;no;cellular;failure;no
32;single;secondary;no;481;yes;no;cellular;failure;no
38;single;secondary;no;864;yes;no;cellular;failure;no
28;single;primary;no;431;yes;no;cellular;failure;no
38;single;secondary;no;61;yes;no;cellular;failure;no
33;divorced;tertiary;no;312;yes;yes;cellular;failure;no
31;single;secondary;no;397;yes;no;telephone;failure;no
42;married;primary;yes;-581;yes;no;cellular;failure;no
27;single;tertiary;no;321;yes;no;cellular;other;no
32;married;secondary;no;413;yes;no;telephone;failure;no
49;single;secondary;no;725;yes;no;cellular;other;no
37;married;secondary;no;393;yes;yes;cellular;failure;no
37;divorced;secondary;no;719;yes;no;cellular;failure;no
28;single;secondary;yes;-2;yes;yes;cellular;failure;no
50;married;tertiary;no;2809;yes;no;cellular;failure;no
36;single;secondary;no;2151;yes;no;cellular;failure;no
51;married;primary;no;40;yes;no;cellular;failure;no
50;divorced;tertiary;no;100;yes;yes;cellular;failure;no
23;married;secondary;no;14;yes;yes;telephone;failure;no
39;married;secondary;no;1419;yes;no;cellular;other;no
33;married;secondary;no;1905;yes;no;cellular;success;no
39;divorced;secondary;no;807;yes;yes;cellular;failure;no
38;single;tertiary;no;15030;yes;no;cellular;other;no
58;married;secondary;no;6004;yes;no;cellular;failure;no
35;married;secondary;no;1831;yes;no;cellular;failure;no
39;single;secondary;no;0;yes;no;cellular;other;no
55;divorced;tertiary;no;2171;yes;yes;telephone;success;no
35;married;secondary;no;233;yes;no;cellular;failure;no
37;married;secondary;no;655;no;no;cellular;other;no
31;married;secondary;no;131;yes;no;cellular;failure;no
55;married;primary;no;-636;yes;no;telephone;failure;no
33;married;secondary;no;221;yes;no;cellular;failure;yes
33;divorced;tertiary;no;219;yes;no;cellular;failure;no
30;married;secondary;no;975;yes;no;cellular;failure;no
42;married;secondary;no;2157;yes;no;cellular;failure;no
50;married;primary;no;0;yes;no;cellular;failure;no
44;divorced;secondary;no;2108;yes;no;cellular;other;no
38;single;primary;no;3715;yes;no;telephone;failure;no
32;married;primary;no;50;yes;no;cellular;failure;no
28;divorced;secondary;no;451;yes;no;cellular;success;yes
32;married;secondary;no;-684;yes;no;cellular;other;no
41;single;primary;no;340;yes;no;cellular;failure;no
36;married;primary;no;828;no;no;cellular;failure;yes
45;married;primary;no;58;yes;no;telephone;failure;no
24;single;secondary;no;493;yes;no;cellular;other;no
32;single;secondary;no;2137;no;no;cellular;failure;no
50;married;primary;no;953;yes;no;cellular;failure;no
32;married;tertiary;no;1503;yes;yes;cellular;failure;no
43;divorced;tertiary;no;497;no;no;cellular;failure;no
33;married;secondary;no;350;yes;no;cellular;failure;no
34;single;secondary;no;2764;yes;no;cellular;failure;no
52;married;secondary;no;7180;yes;no;cellular;success;no
50;married;primary;no;246;yes;no;cellular;failure;no
39;married;primary;no;3419;yes;no;cellular;failure;no
27;divorced;secondary;no;0;yes;no;telephone;failure;no
42;single;secondary;no;1080;yes;yes;cellular;failure;yes
50;married;secondary;no;7317;yes;no;cellular;failure;no
39;married;tertiary;no;141;yes;no;cellular;other;no
27;single;secondary;no;268;yes;no;cellular;failure;no
38;single;secondary;no;18;no;no;cellular;failure;no
35;married;secondary;no;247;yes;yes;cellular;failure;no
35;married;secondary;no;34;yes;no;cellular;failure;no
52;married;secondary;no;33;no;yes;cellular;success;no
36;married;primary;no;413;yes;no;telephone;failure;no
42;married;primary;no;759;yes;no;telephone;failure;no
37;married;tertiary;no;596;yes;no;cellular;failure;no
29;single;tertiary;no;0;yes;no;cellular;failure;no
28;single;secondary;no;584;yes;no;cellular;failure;no
32;married;secondary;no;1779;yes;no;cellular;failure;no
35;married;secondary;no;577;no;no;cellular;failure;no
50;married;secondary;no;42;yes;no;cellular;other;no
41;married;secondary;no;121;yes;no;cellular;other;no
40;divorced;primary;no;54;yes;no;cellular;other;no
40;married;secondary;no;1023;yes;no;cellular;other;no
36;married;primary;no;1993;yes;yes;cellular;other;no
31;single;secondary;no;387;yes;no;cellular;failure;no
39;married;secondary;no;145;yes;yes;cellular;other;no
32;married;primary;no;309;yes;no;telephone;failure;no
44;married;primary;no;186;yes;no;cellular;failure;no
32;single;secondary;no;-119;yes;no;cellular;other;no
44;married;secondary;no;1311;yes;no;cellular;failure;no
35;married;primary;no;455;yes;no;cellular;failure;no
31;married;tertiary;no;623;yes;no;cellular;failure;no
37;married;tertiary;no;1852;no;no;cellular;failure;no
44;divorced;primary;no;25;yes;no;cellular;failure;no
40;married;primary;no;2077;yes;no;cellular;other;no
48;married;secondary;no;-85;yes;no;cellular;other;no
43;married;secondary;no;171;yes;no;cellular;failure;no
25;single;tertiary;no;1954;yes;yes;cellular;failure;no
53;married;secondary;no;8892;yes;no;cellular;failure;no
34;single;tertiary;no;76;yes;no;cellular;failure;yes
47;divorced;tertiary;no;-49;yes;no;cellular;failure;no
36;divorced;secondary;no;52;yes;no;cellular;failure;no
50;married;primary;no;216;yes;no;telephone;failure;no
51;married;primary;no;3185;yes;no;cellular;failure;no
28;married;secondary;yes;65;yes;yes;cellular;failure;no
47;married;primary;no;-287;yes;no;cellular;failure;no
32;married;secondary;no;28;yes;no;cellular;failure;no
37;single;tertiary;no;1339;yes;no;cellular;other;no
36;married;secondary;no;55;yes;no;cellular;failure;no
45;married;secondary;no;192;yes;no;cellular;other;no
31;married;primary;no;1127;yes;no;telephone;failure;no
35;single;secondary;no;143;yes;yes;cellular;other;no
59;married;secondary;no;771;no;no;telephone;failure;no
36;married;tertiary;no;481;yes;no;cellular;failure;no
32;single;secondary;no;416;yes;no;cellular;failure;no
38;single;secondary;no;3344;yes;no;cellular;failure;no
40;married;secondary;no;-378;yes;yes;cellular;failure;no
34;married;secondary;no;7063;yes;no;cellular;failure;no
37;married;secondary;no;0;yes;no;cellular;failure;no
30;divorced;secondary;no;341;yes;no;cellular;success;no
41;married;secondary;no;158;yes;no;cellular;failure;no
44;divorced;secondary;no;338;yes;no;cellular;failure;no
33;married;secondary;no;162;yes;no;cellular;failure;no
30;married;secondary;no;396;yes;no;cellular;failure;yes
32;married;secondary;no;1670;no;no;cellular;failure;no
37;divorced;secondary;no;1040;yes;no;cellular;failure;no
47;married;primary;no;-169;no;yes;cellular;failure;no
43;divorced;secondary;no;484;yes;no;cellular;failure;no
34;married;secondary;no;0;yes;no;cellular;success;no
59;married;primary;no;-91;yes;no;cellular;failure;no
56;divorced;primary;no;26;yes;no;cellular;other;no
37;married;secondary;no;513;yes;no;cellular;failure;no
32;divorced;tertiary;no;1804;yes;no;cellular;failure;no
37;single;tertiary;no;0;yes;no;cellular;failure;no
37;married;secondary;no;198;yes;no;cellular;failure;no
30;married;primary;no;236;yes;no;cellular;failure;no
40;divorced;secondary;no;282;yes;no;cellular;failure;no
31;married;secondary;no;1078;yes;no;cellular;other;no
44;single;secondary;no;-228;yes;yes;cellular;failure;no
27;married;tertiary;no;79;yes;yes;cellular;failure;no
36;single;secondary;no;1331;yes;no;cellular;other;no
51;married;secondary;no;-13;yes;no;cellular;failure;no
35;single;tertiary;no;1396;yes;no;cellular;failure;yes
38;married;secondary;no;780;yes;no;cellular;failure;no
35;married;secondary;no;1546;yes;no;cellular;failure;no
39;married;secondary;no;4741;yes;no;cellular;failure;no
51;divorced;primary;no;-19;yes;no;cellular;failure;yes
35;married;secondary;no;0;yes;yes;cellular;failure;no
35;married;secondary;no;328;yes;no;cellular;other;no
35;single;tertiary;no;153;yes;no;cellular;other;no
31;married;secondary;no;295;yes;yes;cellular;other;no
43;divorced;secondary;no;47;yes;yes;cellular;failure;no
36;single;tertiary;no;181;yes;no;cellular;failure;no
55;married;primary;no;1691;yes;no;cellular;failure;no
34;married;secondary;no;467;yes;no;cellular;failure;no
44;divorced;tertiary;no;388;yes;no;telephone;success;no
40;married;secondary;no;125;yes;no;cellular;failure;no
33;single;tertiary;no;1481;yes;no;cellular;other;no
44;married;tertiary;no;1371;no;no;cellular;other;no
33;divorced;tertiary;no;5550;yes;no;cellular;failure;no
47;divorced;tertiary;no;846;yes;no;cellular;failure;no
37;single;tertiary;no;72;yes;no;cellular;failure;no
51;divorced;secondary;no;581;yes;no;cellular;other;no
37;married;secondary;no;426;yes;no;cellular;failure;no
31;single;secondary;no;2194;no;no;cellular;other;no
44;married;tertiary;no;12392;yes;no;cellular;other;no
53;married;tertiary;no;-1112;yes;no;cellular;failure;no
33;married;primary;no;410;yes;no;cellular;failure;no
41;married;secondary;no;471;yes;no;cellular;success;yes
26;single;secondary;no;96;yes;no;cellular;other;no
38;married;tertiary;no;0;yes;no;cellular;failure;no
57;divorced;tertiary;no;408;yes;no;cellular;failure;no
39;married;secondary;no;9618;yes;no;cellular;failure;no
47;married;secondary;no;642;yes;no;cellular;other;no
44;single;secondary;no;33;yes;no;cellular;failure;no
37;married;secondary;no;-308;yes;no;cellular;failure;no
45;married;secondary;no;577;yes;no;cellular;failure;no
37;married;secondary;no;1328;yes;no;telephone;failure;no
42;married;secondary;no;-336;yes;no;cellular;failure;no
35;married;secondary;no;712;yes;yes;cellular;failure;no
39;single;tertiary;no;93;yes;yes;cellular;failure;no
60;divorced;secondary;no;0;yes;no;telephone;failure;no
47;married;primary;no;6150;yes;no;cellular;failure;no
32;married;secondary;no;210;yes;no;cellular;other;no
46;married;primary;no;5461;yes;no;cellular;success;no
50;divorced;secondary;no;-54;yes;yes;cellular;failure;yes
49;married;secondary;no;2409;yes;no;cellular;failure;no
39;married;primary;no;640;yes;no;cellular;other;no
31;single;secondary;no;507;yes;no;cellular;other;no
58;married;tertiary;no;4152;yes;no;cellular;success;no
57;married;secondary;no;25;yes;no;cellular;failure;no
46;married;tertiary;no;1103;yes;no;cellular;failure;no
42;divorced;tertiary;no;47;yes;no;cellular;failure;no
35;married;primary;no;445;yes;no;cellular;other;no
32;single;secondary;no;271;yes;no;cellular;other;no
47;divorced;primary;no;409;yes;no;cellular;other;no
35;single;secondary;no;9;yes;no;cellular;failure;no
42;married;tertiary;no;1162;yes;no;cellular;other;no
45;divorced;secondary;no;809;yes;no;cellular;failure;no
51;married;secondary;no;107;yes;no;telephone;failure;no
34;single;secondary;no;39;no;no;cellular;failure;no
51;married;primary;no;1203;yes;yes;telephone;failure;no
40;married;primary;no;104;yes;no;cellular;failure;no
37;married;secondary;no;68;yes;yes;cellular;failure;no
36;married;primary;no;38;yes;yes;cellular;other;no
42;married;primary;no;21;yes;no;cellular;other;no
52;married;tertiary;no;0;yes;no;telephone;other;no
55;married;secondary;no;1279;yes;no;cellular;other;no
39;married;secondary;no;0;yes;no;cellular;failure;no
42;married;secondary;no;108;yes;yes;cellular;failure;no
32;married;secondary;no;335;yes;no;cellular;failure;no
35;married;primary;no;298;yes;no;cellular;failure;no
33;married;secondary;no;668;yes;yes;cellular;other;no
40;married;primary;no;830;yes;no;cellular;failure;yes
55;married;tertiary;no;639;yes;no;telephone;other;no
31;single;secondary;no;1510;yes;no;cellular;failure;no
38;single;secondary;no;1354;yes;no;cellular;failure;no
49;married;tertiary;no;4976;yes;no;cellular;failure;no
29;single;primary;no;1768;yes;no;cellular;other;no
35;married;secondary;no;-255;yes;no;cellular;failure;no
32;married;secondary;no;-446;no;no;cellular;failure;no
42;divorced;secondary;no;83;no;no;cellular;failure;no
35;divorced;secondary;no;78;yes;no;telephone;failure;no
47;single;secondary;no;897;yes;no;telephone;failure;no
28;single;secondary;no;5;yes;no;cellular;failure;no
26;single;tertiary;no;130;yes;no;cellular;failure;no
31;married;tertiary;no;22546;yes;no;cellular;failure;no
32;married;secondary;no;822;yes;no;cellular;failure;no
33;married;secondary;no;-224;yes;no;cellular;other;no
30;single;secondary;no;348;yes;no;cellular;other;no
28;single;secondary;no;20;yes;no;cellular;other;no
47;married;secondary;no;120;yes;no;telephone;failure;no
46;married;secondary;no;2836;yes;no;cellular;other;no
45;single;secondary;yes;0;yes;no;cellular;other;no
39;married;tertiary;no;0;yes;no;cellular;failure;no
44;divorced;secondary;no;206;yes;no;cellular;failure;no
44;divorced;secondary;no;130;yes;no;cellular;failure;no
36;divorced;secondary;no;437;yes;no;cellular;success;yes
33;single;secondary;no;1615;yes;no;cellular;failure;no
49;married;secondary;no;-205;yes;yes;cellular;failure;no
34;married;secondary;no;529;yes;no;cellular;failure;no
55;married;secondary;no;203;yes;no;telephone;other;no
33;single;secondary;no;223;yes;yes;cellular;failure;no
27;married;secondary;no;1028;yes;yes;cellular;failure;no
26;single;primary;no;619;yes;yes;cellular;failure;no
33;single;secondary;no;100;yes;no;cellular;other;no
28;single;primary;no;54;yes;no;cellular;other;yes
37;divorced;secondary;no;241;yes;no;cellular;failure;no
31;married;secondary;no;179;yes;no;cellular;failure;no
39;married;secondary;no;133;yes;no;cellular;other;no
32;single;tertiary;no;13711;yes;no;cellular;success;no
52;married;secondary;no;2216;yes;yes;cellular;failure;no
32;single;secondary;no;-133;yes;no;cellular;failure;no
35;divorced;secondary;no;-566;yes;no;cellular;failure;no
39;married;secondary;no;49;yes;no;cellular;failure;no
31;single;secondary;no;1270;yes;no;cellular;other;no
29;single;secondary;no;25;yes;no;cellular;failure;no
31;married;secondary;no;125;yes;no;cellular;failure;no
31;single;tertiary;no;328;yes;no;cellular;failure;no
31;married;primary;no;554;yes;no;cellular;failure;no
44;married;secondary;no;500;yes;no;cellular;failure;no
32;married;secondary;no;1914;yes;no;cellular;failure;no
46;married;tertiary;no;217;yes;no;cellular;other;no
46;divorced;tertiary;no;225;yes;no;cellular;other;no
38;married;secondary;no;66;yes;no;cellular;failure;no
38;single;tertiary;no;744;yes;no;cellular;other;no
36;married;tertiary;no;307;yes;no;cellular;other;no
36;divorced;secondary;no;869;yes;no;cellular;failure;no
38;divorced;secondary;no;6182;yes;no;cellular;other;no
33;single;tertiary;no;5145;yes;no;cellular;other;no
43;married;secondary;no;117;yes;no;cellular;failure;no
56;married;primary;no;828;yes;no;cellular;failure;no
49;married;tertiary;no;85;yes;no;cellular;other;yes
26;single;secondary;no;66;yes;no;cellular;failure;no
31;single;tertiary;no;17924;yes;no;cellular;failure;yes
55;divorced;primary;no;8180;no;no;cellular;failure;yes
39;married;secondary;no;20928;no;no;cellular;other;no
44;single;secondary;no;275;yes;no;cellular;failure;no
37;married;secondary;no;720;yes;no;cellular;failure;no
40;married;secondary;no;270;yes;no;cellular;failure;no
40;married;tertiary;no;253;yes;no;cellular;other;no
43;married;primary;no;62;yes;no;cellular;failure;no
35;married;secondary;no;3863;yes;no;cellular;failure;no
35;single;tertiary;no;-146;yes;no;cellular;failure;no
35;single;secondary;no;4963;yes;no;cellular;failure;yes
31;married;secondary;no;8781;yes;no;cellular;success;yes
28;married;secondary;no;373;yes;no;cellular;failure;no
29;married;secondary;no;6429;yes;yes;cellular;failure;no
38;single;secondary;no;1211;yes;no;cellular;success;no
53;divorced;primary;no;146;yes;no;cellular;failure;no
50;married;secondary;no;-581;yes;no;cellular;failure;no
48;divorced;secondary;no;-407;yes;no;cellular;failure;no
54;married;secondary;no;1139;yes;no;cellular;failure;no
34;married;tertiary;no;902;yes;no;cellular;other;no
31;single;secondary;no;183;yes;no;cellular;success;no
55;married;primary;no;366;yes;no;cellular;failure;no
39;married;tertiary;no;1738;yes;no;cellular;other;yes
29;single;tertiary;no;21;yes;no;cellular;failure;no
48;married;primary;no;214;yes;yes;cellular;failure;yes
42;single;primary;no;22;yes;no;cellular;failure;no
25;single;secondary;no;963;yes;no;telephone;failure;no
55;married;secondary;no;785;yes;no;cellular;failure;no
42;married;secondary;no;718;yes;no;cellular;failure;no
33;married;secondary;no;687;yes;no;cellular;failure;no
30;single;secondary;no;43;yes;no;cellular;failure;no
40;married;primary;no;3705;yes;no;cellular;failure;no
28;single;tertiary;no;375;yes;no;cellular;other;no
30;married;secondary;no;15;yes;yes;cellular;failure;no
48;divorced;tertiary;no;541;yes;no;cellular;other;no
46;married;secondary;no;431;yes;no;cellular;failure;no
60;married;secondary;no;1407;yes;no;cellular;failure;no
34;married;secondary;no;175;yes;no;cellular;failure;no
41;single;secondary;no;1880;no;yes;cellular;other;no
